CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,POPLTN_CO,CL_NM,N10S_CLTUR_IDEX_VALUE,N20S_CLTUR_IDEX_VALUE,N30S_CLTUR_IDEX_VALUE,N40S_CLTUR_IDEX_VALUE,N50S_CLTUR_IDEX_VALUE,N60S_CLTUR_IDEX_VALUE,N70S_CLTUR_IDEX_VALUE,FILE_NM,BASE_DE
"강원도","강릉시","42150","172656","도서관","168.8","168.8","114.8","94.0","54.4","33.6","33.6","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","고성군","42820","20188","도서관","84.4","84.4","57.4","47.0","27.2","16.8","16.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","동해시","42170","70415","도서관","126.6","126.6","86.1","70.5","40.8","25.2","25.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","삼척시","42230","44716","도서관","126.6","126.6","86.1","70.5","40.8","25.2","25.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","속초시","42210","65402","도서관","126.6","126.6","86.1","70.5","40.8","25.2","25.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","양구군","42800","15256","도서관","42.2","42.2","28.7","23.5","13.6","8.4","8.4","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","양양군","42830","21250","도서관","42.2","42.2","28.7","23.5","13.6","8.4","8.4","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","영월군","42750","26503","도서관","84.4","84.4","57.4","47.0","27.2","16.8","16.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","원주시","42130","282998","도서관","168.8","168.8","114.8","94.0","54.4","33.6","33.6","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","인제군","42810","21603","도서관","84.4","84.4","57.4","47.0","27.2","16.8","16.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","정선군","42770","27092","도서관","84.4","84.4","57.4","47.0","27.2","16.8","16.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","철원군","42780","31776","도서관","168.8","168.8","114.8","94.0","54.4","33.6","33.6","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","춘천시","42110","233036","도서관","422.0","422.0","287.0","235.0","136.0","84.0","84.0","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","태백시","42190","29389","도서관","126.6","126.6","86.1","70.5","40.8","25.2","25.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","평창군","42760","32008","도서관","211.0","211.0","143.5","117.5","68.0","42.0","42.0","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","홍천군","42720","53215","도서관","168.8","168.8","114.8","94.0","54.4","33.6","33.6","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","화천군","42790","15002","도서관","84.4","84.4","57.4","47.0","27.2","16.8","16.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"강원도","횡성군","42730","35783","도서관","126.6","126.6","86.1","70.5","40.8","25.2","25.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","가평군","41820","47819","도서관","168.8","168.8","114.8","94.0","54.4","33.6","33.6","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","고양시 덕양구","41281","370422","도서관","337.6","337.6","229.6","188.0","108.8","67.2","67.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","고양시 일산동구","41285","252286","도서관","211.0","211.0","143.5","117.5","68.0","42.0","42.0","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","고양시 일산서구","41287","250446","도서관","253.2","253.2","172.2","141.0","81.6","50.4","50.4","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","과천시","41290","51665","도서관","126.6","126.6","86.1","70.5","40.8","25.2","25.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","광명시","41210","237368","도서관","253.2","253.2","172.2","141.0","81.6","50.4","50.4","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","광주시","41610","313828","도서관","253.2","253.2","172.2","141.0","81.6","50.4","50.4","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","구리시","41310","156938","도서관","126.6","126.6","86.1","70.5","40.8","25.2","25.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","군포시","41410","237225","도서관","253.2","253.2","172.2","141.0","81.6","50.4","50.4","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","김포시","41570","405777","도서관","295.4","295.4","200.9","164.5","95.2","58.8","58.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","남양주시","41360","540167","도서관","506.4","506.4","344.4","282.0","163.2","100.8","100.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","동두천시","41250","76840","도서관","84.4","84.4","57.4","47.0","27.2","16.8","16.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","부천시","41190","700878","도서관","590.8","590.8","401.8","329.0","190.4","117.6","117.6","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","성남시 분당구","41135","398445","도서관","337.6","337.6","229.6","188.0","108.8","67.2","67.2","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","성남시 수정구","41131","220559","도서관","211.0","211.0","143.5","117.5","68.0","42.0","42.0","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","성남시 중원구","41133","180706","도서관","84.4","84.4","57.4","47.0","27.2","16.8","16.8","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","수원시 권선구","41113","312370","도서관","253.2","253.2","172.2","141.0","81.6","50.4","50.4","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","수원시 영통구","41117","301642","도서관","379.8","379.8","258.3","211.5","122.4","75.6","75.6","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
"경기도","수원시 장안구","41111","234549","도서관","211.0","211.0","143.5","117.5","68.0","42.0","42.0","KC_599_AGE_CLT_STATN_BIZAEA_2022","20220101"
